Time,Money,Balance,Position,Buy,Sell,StatWin,Buffer,Layer1,Layer2,Layer3,Layer4
9:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
9:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
9:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
10:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
10:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
10:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
10:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
11:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
11:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
11:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
11:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
12:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
12:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
12:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
12:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
13:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
13:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
13:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
13:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
14:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
14:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
14:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
14:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
15:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
15:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
15:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
15:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
16:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
16:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
16:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
16:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
17:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,0
17:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
17:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
17:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
18:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
18:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
18:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
18:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
19:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
19:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
19:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
19:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
20:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
20:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
20:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
20:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
21:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
21:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
21:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
21:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
22:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
22:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
22:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
22:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
23:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
23:00:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
23:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
23:30:00,100,92.1,8,8,0,2,0.29,-2.73,-2.73,-2.73,-2.73
