Time,Money,Balance,Position,Buy,Sell,StatWin,Buffer,Layer1,Layer2,Layer3,Layer4
0:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
0:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
1:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
2:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
2:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
2:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
2:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
3:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
3:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
3:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
3:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
4:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
4:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
4:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
4:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
5:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
5:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
5:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
5:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
6:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
6:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
6:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
6:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
7:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
7:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
7:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
7:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
