Time,Money,Balance,Position,Buy,Sell,StatWin,Buffer,Layer1,Layer2,Layer3,Layer4
8:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
8:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
8:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
8:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
9:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
9:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
9:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
9:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
10:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
10:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
10:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
10:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
11:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
11:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
11:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
11:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
12:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
12:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
12:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
12:30:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
13:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
13:00:00,100,99.93,6,6,0,2,2.67,-2.74,0,0,0
13:30:00,100,97.2,6,6,0,2,2.67,-2.74,-2.73,0,0
13:30:00,100,97.2,6,6,0,2,2.67,-2.74,-2.73,0,0
14:00:00,100,97.2,6,6,0,2,2.67,-2.74,-2.73,0,0
14:00:00,100,97.2,6,6,0,2,2.67,-2.74,-2.73,0,0
14:30:00,100,97.2,6,6,0,2,2.67,-2.74,-2.73,0,0
14:30:00,100,97.2,6,6,0,2,2.67,-2.74,-2.73,0,0
15:00:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
15:00:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
15:30:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
15:30:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
16:00:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
16:00:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
16:30:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
16:30:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
17:00:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
17:00:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
17:30:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
17:30:00,100,97.2,7,7,0,2,2.67,-2.74,-2.73,0,0
18:00:00,100,101.26,7,7,0,3,1.26,0,0,0,0
18:00:00,100,101.26,7,7,0,3,1.26,0,0,0,0
18:30:00,100,101.26,8,8,0,3,1.26,0,0,0,0
18:30:00,100,101.26,8,8,0,3,1.26,0,0,0,0
19:00:00,100,101.26,8,8,0,3,1.26,0,0,0,0
19:00:00,100,101.26,8,8,0,3,1.26,0,0,0,0
19:30:00,100,98.55,8,8,0,3,1.26,-2.71,0,0,0
19:30:00,100,98.55,8,8,0,3,1.26,-2.71,0,0,0
20:00:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
20:00:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
20:30:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
20:30:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
21:00:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
21:00:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
21:30:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
21:30:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
22:00:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
22:00:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
22:30:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
22:30:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
23:00:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
23:00:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
23:30:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
23:30:00,100,98.55,9,9,0,3,1.26,-2.71,0,0,0
